timestamp,Register,raw_uint16,raw_int16,hex,name,interpreted
23:40:07,38002,0,0,0x0000,?,
23:40:07,38003,0,0,0x0000,?,
23:40:07,38004,0,0,0x0000,?,
23:40:07,38005,0,0,0x0000,?,
23:40:07,38006,0,0,0x0000,?,
23:40:07,38007,0,0,0x0000,?,
23:40:07,38008,0,0,0x0000,?,
23:40:07,38009,0,0,0x0000,?,
23:40:07,38010,0,0,0x0000,?,
23:40:07,38011,0,0,0x0000,?,
23:40:07,38012,0,0,0x0000,?,
23:40:07,38013,0,0,0x0000,?,
23:40:07,38014,0,0,0x0000,?,
23:40:07,41000,0,0,0x0000,?,
23:40:07,41100,1,1,0x0001,?,
23:40:07,41200,1,1,0x0001,?,
23:40:07,41500,,,,?,
23:40:07,41501,,,,?,
23:40:07,41502,,,,?,
23:40:07,41503,,,,?,
23:40:07,41504,,,,?,
23:40:07,41505,,,,?,
23:40:07,41506,,,,?,
23:40:07,41507,,,,?,
23:40:07,41508,,,,?,
23:40:07,41509,,,,?,
23:40:07,41510,,,,?,
23:40:07,41511,,,,?,
23:40:07,41512,,,,?,
23:40:07,41513,,,,?,
23:40:07,41514,,,,?,
23:40:07,41515,,,,?,
23:40:07,41600,0,0,0x0000,?,
23:40:07,41601,0,0,0x0000,?,
23:40:07,41602,0,0,0x0000,?,
23:40:07,41603,0,0,0x0000,?,
23:40:07,41604,0,0,0x0000,?,
23:40:07,41605,0,0,0x0000,?,
23:40:07,41606,0,0,0x0000,?,
23:40:07,41607,0,0,0x0000,?,
23:40:07,41608,0,0,0x0000,?,
23:40:07,41609,0,0,0x0000,?,
23:40:07,41610,0,0,0x0000,?,
23:40:07,41611,0,0,0x0000,?,
23:40:07,41612,0,0,0x0000,?,
23:40:07,41613,0,0,0x0000,?,
23:40:07,41614,0,0,0x0000,?,
23:40:07,41615,0,0,0x0000,?,
23:40:07,41616,0,0,0x0000,?,
23:40:07,41617,0,0,0x0000,?,
23:40:07,41618,0,0,0x0000,?,
23:40:07,41619,0,0,0x0000,?,
23:40:07,41620,0,0,0x0000,?,
23:40:07,41621,0,0,0x0000,?,
23:40:07,41622,0,0,0x0000,?,
23:40:07,41623,0,0,0x0000,?,
23:40:07,41624,0,0,0x0000,?,
23:40:07,41625,0,0,0x0000,?,
