timestamp,Register,raw_uint16,raw_int16,hex,name,interpreted
10:46:45,30350,12848,12848,0x3230,?,
10:46:45,30351,12852,12852,0x3234,?,
10:46:45,30352,12345,12345,0x3039,?,
10:46:45,30353,12345,12345,0x3039,?,
10:46:45,30354,12337,12337,0x3031,?,
10:46:45,30355,13625,13625,0x3539,?,
